UniqueID	data_index	current_id	highlight_start	highlight_end	to_do_summary
163903486	5771	018-002775-EM	7	25	$7156$ $16$ $251$ $217$ $14800$ $8399$ $233$ $82$ $160$ $46$
163903487	7216	040-001134-EM	25	37	$3791$ $56$ $1025$ $609$ $122$ $32286$ $246$ $56$ $797$ $247$ $42214$ $3284$ $5433$ $8833$ $46$
163903487	7216	040-001134-EM	25	37	$3791$ $56$ $1025$ $609$ $122$ $32286$ $246$ $56$ $797$ $233$ $8833$ $46$
163903488	5989	019-000622-EM	217	236	UNK $829$ $2577$ $665$ $953$ $327$ $330$ $16$ $228$ $345$ $866$ $606$ $122$ $268$ $58$ $1263$ $105$ $150$ $46$
163903488	5989	019-000622-EM	217	236	$9668$ $2576$ $665$ $953$ $327$ $330$ $530$ $341$ $122$ $73866$ $302$ $8743$ $16$ $228$ $345$ $866$ $606$ $122$ $268$ $58$ $1263$ $2576$ $665$ $150$ $46$
163903489	6067	020-004494-EM	218	236	$37769$ $46$
163903489	6067	020-004494-EM	218	236	$72892$ $2414$ $530$ $1295$ $73894$ $4064$ $37388$ $46$
163903490	5729	018-001560-EM	305	345	$90$ $16$ $872$ $243$ $530$ $3670$ $1406$ $5$ $56$ $3255$ $122$ $4874$ $2246$ $787$ $84$ $2275$ $404$ $17$ $422$ $89$ $86$ $94$ $1201$ $132$ $2851$ $95$ $43$ $58$ $786$ $84$ $1233$ $95$ $46$
163903490	5729	018-001560-EM	305	345	$42236$ $45141$ $1210$ $247$ $901$ $3670$ $1406$ $5$ $56$ $3255$ $247$ $13326$ $1244$ $46$
163903491	6804	032-003491-EM	8	22	UNK $894$ $2373$ $247$ $56$ $1577$ $464$ $262$ $1289$ $46$
163903491	6804	032-003491-EM	8	22	$2372$ $2373$ $247$ $56$ $1577$ $464$ $262$ $1289$ $433$ $46$
163903492	7153	037-007068-EM	16	30	$750$
163903492	7153	037-007068-EM	16	30	$7380$ $313$ $122$ $67462$ $262$ $990$ $824$ $232$ $30948$ $46$
163903493	5346	015-000427-EM	113	121	$251$ $2077$ $7132$ $8375$ $518$ $1247$
163903493	5346	015-000427-EM	113	121	$2813$ $8375$ $530$ $427$ $56$ $1952$ $232$ $67130$ $46$ $1247$ $46$
163903494	6402	024-005830-EM	10	17	$423$ $20259$ $232$ $3427$ $3429$ $46$
163903494	6402	024-005830-EM	10	17	$423$ $20260$ $520$ $607$ $232$ $3428$ $3430$
163903495	5684	018-000589-EM	8	21	$9668$ $204$ $371$ $233$ $437$ $46$
163903495	5684	018-000589-EM	8	21	$829$ $204$ $1654$ $665$ $371$ $233$ $437$ $262$ $3436$ $150$ $262$ $27820$ $46$
163903496	5208	014-000354-EM	11	16	$3655$ $4346$ $1136$ $29959$ $122$ $1463$ $73926$ $46$
163903496	5208	014-000354-EM	11	16	$3655$ $56$ $57190$ $460$ $3804$ $34326$ $73929$ $16$ $114$ $46$ $95$ $377$ $10305$ $87$ $1731$ $642$ $35441$ $31446$
163903497	4929	011-001837-EM	33	60	$505$ $7330$ $1639$ $497$ $251$ $118$ $1558$ $5$ $9043$ $262$ $1593$ $395$ $3856$ $95$ $251$ $734$ $2681$ $26029$
163903497	4929	011-001837-EM	33	60	$505$ $496$ $497$ $412$ $223$ $5$ $1233$ $262$ $395$ $3856$ $460$ $56$ $888$ $247$ $56$ $311$ $17$ $734$ $1491$ $5$ $26029$ $122$ $151$ $1491$ $412$ $460$ $403$ $46$
163903498	6588	029-001710-EM	159	174	$1815$ $518$ $84$ $9610$ $16$ $1284$ $1409$ $132$ $4075$ $734$ $2794$ $3871$ $1031$ $519$ $6428$ $46$
163903498	6588	029-001710-EM	159	174	$1815$ $518$ $84$ $9610$ $262$ $519$ $247$ UNK $15280$ $525$ $247$ $9225$
163903499	5055	011-004438-EM	41	52	$90$ $3574$ $520$ $474$ $122$ $610$ $1136$ $17948$ $46$
163903499	5055	011-004438-EM	41	52	$3726$ $16$ $3575$ $262$ $56$ $5521$ $17948$
163903500	6059	020-003609-EM	84	104	$5471$ $56$ $2841$ $16$ $835$ $5145$ $1136$ UNK $2439$ $2274$ $606$ $4003$ $112$ $518$ $82$ $10469$ $369$ $262$ $5493$ $695$ $684$ $46$
163903500	6059	020-003609-EM	84	104	$5471$ $118$ $2841$ $247$ $5493$ $695$ $1775$ $1669$ $369$ $87$ $421$ $16$ $112$ $518$ $642$ $82$ $10469$ $233$ $107$ $120$ $46$
163903501	6894	037-001136-EM	369	380	$5471$ $9700$ $247$ $1701$ $2273$ $1661$ $665$ $2122$ $642$ $2047$ $1491$ $46$
163903501	6894	037-001136-EM	369	380	$1225$ $56$ $9700$ $16$ $1655$ $5169$ $16$ $3488$ $262$ $57$ $1662$
163903502	6488	026-000275-EM	9	18	$1693$ $11875$ $61$ $530$ $56$ $8757$ $247$ $617$ $1406$ $5169$ $16$ $73973$
163903502	6488	026-000275-EM	9	18	$3655$ UNK $642$ $73972$ $7876$ $51$ $61268$ $46$
163903503	6319	024-002851-EM	32	45	$5471$ $56$ $330$ $16$ $2341$ $5169$ $16$ $341$ $10382$
163903503	6319	024-002851-EM	32	45	$89498$ $4518$ $16$ $17239$ $122$ $24$ $2340$ $233$ $56$ $1558$ $247$ $118$ $341$ $10382$ $46$
163903504	5393	015-001931-EM	56	76	$306$ $568$ $56$ $734$ $617$ $1514$ $5$ $217$ $2681$ $122$ $568$ $46$
163903504	5393	015-001931-EM	56	76	$568$ $58$ $1000$ $901$ $247$ $56$ $797$ $247$ $14620$ $6981$ $262$ $217$ $835$ $5145$ $46$
163903505	5071	011-004754-EM	16	35	$15190$ UNK $1671$ $24570$ $16$ UNK $665$ $13635$ $46$
163903505	5071	011-004754-EM	16	35	$15190$ $62352$ $1671$ $68949$ $232$ $56$ $1982$ $1785$ $46$
163903506	6989	037-002979-EM	56	65	$896$ $82$ $612$ $16$ $783$ $618$ $530$ $3088$ $122$ $1790$ $5145$ $3658$ $46$
163903506	6989	037-002979-EM	56	65	$1881$ $518$ $612$ $530$ UNK $3088$ $122$ $1790$ $5145$ $3658$ $46$
163903507	5850	018-005265-EM	615	631	$54739$ $84$ $2720$ $555$ $230$ $56$ $6338$ $6339$ $1136$ $612$ $84$ $15325$ $1362$ $1900$ $46$
163903507	5850	018-005265-EM	615	631	$54739$ $84$ $2720$ $555$ $247$ $341$ $46$
163903508	6033	020-001264-EM	15	25	$2813$ $82$ $816$ $247$ UNK $150$ $530$ $74013$ $16$ $2415$
163903508	6033	020-001264-EM	15	25	$2393$ $251$ $816$ $16$ $2414$ $530$ $150$ $530$ $74013$ $46$
163903509	6540	029-000422-EM	228	251	$26135$
163903509	6540	029-000422-EM	228	251	$750$
163903510	4949	011-002284-EM	27	36	$1609$ $74041$ $165$ $419$ $14620$ $421$ $16$ $4305$ $46$
163903510	4949	011-002284-EM	27	36	$1609$ $74042$ $165$ $530$ $56$ $14620$ $262$ $56$ $8171$ $262$ $56$ $25190$ $122$ $46277$ $11334$
163903511	6904	037-001272-EM	28	57	$305$ $34757$ $1784$ $233$ $70716$ $460$ $403$ $89$ $599$ $52$ $1409$ $1894$ $289$ $52$ $60$ $3029$ $233$ $56$ $48$ $8152$ $46$
163903511	6904	037-001272-EM	28	57	$829$ $132$ UNK $70716$ $13032$ $87$ $70809$ UNK $642$ $82$ $8040$ $16$ $13885$ $13887$ $2274$
163903512	6113	022-000221-EM	31	74	$9668$ $56$ $60635$ $463$ $802$ $16$ $579$
163903512	6113	022-000221-EM	31	74	$829$ $578$ $3989$ $665$ $335$ $463$ $139$ $262$ $5695$ $74048$ $46$
163903513	5001	011-003229-EM	23	29	$3791$ $599$
163903513	5001	011-003229-EM	23	29	$750$ $46$
163903514	6648	031-000666-EM	32	51	$3791$ $1237$ $262$ $2328$ UNK $109$ $262$ $4321$ $1259$ $262$ $1289$ $122$ $1137$ $9673$
163903514	6648	031-000666-EM	32	51	$2550$ $222$ $1236$ $16$ $90$ $530$ $1085$ $327$ $1197$ $4320$ $1259$ $23465$ $46$
163903515	4910	011-001538-EM	16	22	$26135$
163903515	4910	011-001538-EM	16	22	$750$
163903516	6782	032-002622-EM	364	387	$2143$ $56$ $525$ $233$ $56$ $866$ $1982$ UNK $262$ $1845$ $56$ $2124$ $463$ $122$ $1289$ $684$ $122$ $382$ $3714$ $525$ $233$ $4976$
163903516	6782	032-002622-EM	364	387	UNK $2143$ $56$ $4976$ $525$ $56$ $184$ $2327$ $70$ $781$ $122$ $2841$ $56$ $1199$ $1499$ $84$ $56$ $1731$ $46$
163903517	5870	018-005774-EM	43	51	$5471$ $56$ $1038$ $16$ $569$ UNK
163903517	5870	018-005774-EM	43	51	$620$ $1225$ $569$ $1038$ $8401$ $530$ $217$ $2012$ $10884$ $46$
163903518	7239	040-002140-EM	47	68	$4517$ $16$ $3305$ $665$ $83$ $122$ $1000$ $199$ $665$ $121$ $642$ $814$ $247$ $140$ $262$ $17166$
163903518	7239	040-002140-EM	47	68	$548$ $4518$ $16$ UNK $17162$ $84$ $815$ $366$ $5$ $3305$ $122$ UNK $121$ $642$ $56$ $814$ $247$ $140$ $262$ $17166$ $7023$ $46$
163903519	6947	037-002033-EM	63	88	$163$ $2486$ $165$ $89$ $56$ $617$ $1662$ $612$ UNK $122$ $1777$ $2041$
163903519	6947	037-002033-EM	63	88	$1224$ $87$ $82$ $5521$ $2685$ $107$ $22040$ $1662$ $612$ $713$ $54$ $273$ $223$ $16$ $74079$ $17$ $313$ $58$ $163$ $2485$ $165$ $89$ $132$ $4208$ $46$
163903520	6138	022-000864-EM	183	206	UNK $2442$ $16$ $7178$ $82$ $2894$ $247$ $901$ $56$ $150$ $247$ $1674$
163903520	6138	022-000864-EM	183	206	$2299$ $2442$ $2894$ $247$ $901$ $74082$ $665$ $150$ $132$ $238$ $151$ $36$ $46$
163903521	7004	037-003219-EM	26	32	$1365$ $530$ $652$ $1662$ $84$ $2394$ $46$
163903521	7004	037-003219-EM	26	32	$583$ $1365$ $84$ $2393$ $530$ $1581$ $2940$ $46$
163903522	6054	020-003083-EM	7	23	$5274$ $522$ $655$ $1195$ $1487$ $9700$ $247$ $56$ $5009$
163903522	6054	020-003083-EM	7	23	$354$ $5274$ $522$ $655$ $1195$ $21665$ $247$ UNK $9225$ $695$ $3755$ $815$ $5009$ $46$
163903523	5253	014-001153-EM	252	274	$1284$ $56$ $42$ $614$ $233$ $56$ $3661$ $247$ $599$ $665$ $1506$ $9442$
163903523	5253	014-001153-EM	252	274	$1038$ $10662$ $1506$ $9442$ $122$ $238$ $58$ $1284$ $2792$ $262$ $3777$ $3707$ $230$ $5088$ $74116$ $74118$ $74119$ $46$
163903524	7126	037-006330-EM	30	46	$9668$ $2412$ $1776$ $247$ $2729$ $247$ $69329$ $46$
163903524	7126	037-006330-EM	30	46	$829$ $56$ $1038$ $1136$ $1785$ $2729$ $1775$ $238$ $251$
163903525	6058	020-003565-EM	120	144	$18672$ $16$ UNK $233$ $3942$ $56$ $13474$ $9175$ $150$ $2638$ $8065$ $232$ $56$ $858$ $46$
163903525	6058	020-003565-EM	120	144	$37769$ $46$
163903526	6065	020-004141-EM	15	23	$8985$ $5493$ $27338$ $64346$ $2349$ $665$ $1244$ $84$ $9199$ $46$
163903526	6065	020-004141-EM	15	23	$224$ $8985$ $5493$ $27338$ $64346$ $2349$ $1244$ $84$ $9199$ $46$
163903527	6591	029-001774-EM	131	140	$2388$ $829$ $1335$ $247$ $38651$ $1038$ $16$ $2952$ $46$
163903527	6591	029-001774-EM	131	140	$9668$ $1038$ $247$ $5182$ $2789$ $247$ $38651$ $16$ $56$ $2952$ $46$
163903528	5899	018-006415-EM	272	287	$1570$ $3349$ $3296$ $262$ $2239$ $16$ $4847$ $518$ $46$
163903528	5899	018-006415-EM	272	287	$1570$ $245$ $3296$ $262$ $4834$ $132$ $665$ $3349$ $262$ $901$
163903529	5266	014-001304-EM	45	55	$163$ $74930$ $165$ $530$ UNK $9660$ $4902$ $1948$ $262$ $26868$ $725$ $3283$ $46$
163903529	5266	014-001304-EM	45	55	$163$ $5305$ $165$ $530$ $9660$ $4902$ $1948$ $262$ $26868$ $725$ $3283$ $87$ $523$ $52$ $232$ $8495$ $460$ $507$ $289$ $307$
163903530	5051	011-004339-EM	162	172	$3791$ $599$ $16$ $426$ $5945$ $232$ $59250$ $14697$ $46$
163903530	5051	011-004339-EM	162	172	$222$ $599$ $307$ $530$ $25776$ $8171$ $122$ $426$ $5945$ $46$
163903531	5371	015-001151-EM	25	35	$1284$ $2792$ $262$ $4834$ $230$ $74207$ $263$ $46$
163903531	5371	015-001151-EM	25	35	$1284$ $82$ $2792$ $262$ UNK $4834$ $230$ UNK $35145$ $230$ $56$ $74207$ $263$ $507$
163903532	7054	037-004571-EM	23	32	$37769$ $46$
163903532	7054	037-004571-EM	23	32	$1284$ $690$ $1280$ $247$ $824$ $2424$ $1662$ $233$ $1650$ $330$
163903533	6094	020-006898-EM	49	57	$4347$ $122$ $43$ $58$ $594$ $262$ $5171$ $84$ $4344$ $433$ $233$ $4328$ $1982$ $46$
163903533	6094	020-006898-EM	49	57	$594$ $84$ $4347$ $253$ $5171$ $84$ $6987$ $433$ $233$ $4328$ $1982$
163903534	6289	024-002024-EM	387	400	$24833$ $82$ $599$ $2432$ $14540$ $801$ $242$ $74243$ $74270$ $3901$ $46$
163903534	6289	024-002024-EM	387	400	$9116$ $82$ $599$ $82$ $2432$ $14540$ $801$ $59438$ $37051$ $2764$ $46$
163903535	5351	015-000514-EM	17	29	$37769$ $46$
163903535	5351	015-000514-EM	17	29	$140$ $16$ $11909$ $642$ $2129$ $642$ $4129$ $56$ $9011$
163903536	5929	018-007071-EM	228	251	$26135$
163903536	5929	018-007071-EM	228	251	$3791$ $569$ $262$ $3183$ $150$ $262$ $23863$ $82$ $2835$ $642$ $82$ $736$ $15075$ $12169$ $46$
163903537	5349	015-000443-EM	7	36	$78351$ $11908$ $89$ $6535$ $87$ $81$ $246$ $247$ $56$ $1210$ $247$ $7041$ $262$ $56$ $8153$ $124$ $74314$ $128$
163903537	5349	015-000443-EM	7	36	$1609$ $11909$ $165$ $530$ $56$ $879$ $12640$ $2942$ $1894$ $2903$ $81$ $5$ $7041$ $1210$
163903538	5609	016-006127-EM	6	16	$2897$ $84$ $29970$ $507$ $530$ $56$ $21306$ $1183$
163903538	5609	016-006127-EM	6	16	$2897$ $84$ $955$ $16$ $285$ $56$ $150$ $233$ $21306$
163903539	6905	037-001301-EM	39	47	$3791$ $1266$ $1632$ $232$ $56$ $1611$ $1136$ $56$ $1347$ $70716$ $665$
163903539	6905	037-001301-EM	39	47	$3791$ $1267$ $262$ $3183$ $150$ $5169$ $16$ $1344$ $70716$ $42333$ $122$ $1347$
163903540	6220	024-000079-EM	204	221	$1329$ $599$ $262$ $12310$ $1351$ $530$ UNK $56$ $2858$ $434$ $33332$ $56$ $1242$ $230$ $74359$
163903540	6220	024-000079-EM	204	221	$1329$ $74361$ $262$ $82$ $1724$ $232$ $74359$ $89$ $74361$ $665$ $727$ $33332$ $84$ $56$ $1242$ $46$
163903541	5716	018-001294-EM	272	293	$1693$ $568$ $112525$ $530$ $56$ UNK $953$ $327$ $171$ $122$ $1362$ $4935$ $1962$ $2942$ $46$
163903541	5716	018-001294-EM	272	293	$1693$ $38916$ $2427$ $530$ $56$ UNK $3222$ $3710$ $247$ UNK $47392$ $953$ $327$ $171$ $2942$
163903542	7006	037-003275-EM	111	167	$6078$ $313$ $262$ $2463$ $1296$ $327$ $65798$ $1578$ $262$ $690$ $247$ $56$ $7$ $6310$ $7$ $7306$ $307$ $230$ $242$ $858$ $230$ $1593$ $46$
163903542	7006	037-003275-EM	111	167	$6078$ $314$ $262$ $2463$ $1296$ $327$ $65798$ $1578$ $262$ $690$ $247$ $56$ $7$ $6310$ $7$ $7306$
163903543	7128	037-006388-EM	9	23	$1397$ $56$ $3935$ $122$ $702$ $262$ $827$ $1662$ $423$ $251$ $3541$ $16$ $4690$
163903543	7128	037-006388-EM	9	23	$1397$ $233$ $816$ $247$ $5083$ $1638$ $3407$ $1661$ $3867$ $122$ $251$ $86$ $223$ $16$ $4689$ $46$
163903544	6461	024-007677-EM	16	25	$5471$ $302$ $433$ $232$ $17055$ $6203$ $507$ $289$ $307$ $46$
163903544	6461	024-007677-EM	16	25	$26135$
163903545	6259	024-001398-EM	29	48	$7156$ $16$ $10254$ $233$ UNK $1327$ $3129$ $1515$ $107$ $781$ $46$
163903545	6259	024-001398-EM	29	48	$7156$ $1515$ $262$ $1296$ $94$ $1262$ $232$ $7809$ $1785$ $642$ $1327$ $2327$ $794$ $54$ $293$ $17$ $1485$ $2239$ $87$ $10783$ $56$ $3129$ $46$
163903546	7169	037-007592-EM	9	18	$1397$ $56$ $60102$ $16041$ $655$ $72080$ $1662$ $5980$ $1876$ $1169$ $46$
163903546	7169	037-007592-EM	9	18	$1397$ $1169$ $247$ $29826$ $122$ $613$ $143$ $247$ $60102$ $16041$ $1415$ $46$
163903547	6382	024-005261-EM	261	282	$2412$ $4337$ $56$ $2047$ $1881$ $247$ $611$ $262$ $56$ $2077$
163903547	6382	024-005261-EM	261	282	$62937$ $746$ $82$ $796$ $2047$ $1881$ $247$ $23276$ $262$ $3204$ $16$ $783$ $56$ $27727$ $390$ $262$ $1263$ $122$ $58$ $1038$ $1491$ $16$ $4337$ $1247$ $46$
163903548	5845	018-005132-EM	228	237	$848$ $56$ $1611$ $894$ $82$ $594$ $230$ $56$ $341$ $28784$ $10071$
163903548	5845	018-005132-EM	228	237	UNK $894$ $82$ $594$ $230$ $341$ $28784$ $10071$ $232$ $1611$
163903549	4920	011-001675-EM	51	67	$9668$ $107$ $330$ $16$ $6812$ $422$ $238$ $94$ $594$ $230$ $56$ $1952$ $84$ $8007$ $384$ $2819$ $232$ $1649$ $665$ $10254$ $46$
163903549	4920	011-001675-EM	51	67	$9668$ $10254$ $3810$ $86$ $300$ $151$ $7365$ $491$ $16$ $6812$ $122$ $743$ $238$ $94$ $594$ $230$ $86$ $262$ $1649$ $46$
163903550	6194	022-002732-EM	132	144	$140$ $74487$ $307$ $289$ $1038$ $1351$ UNK $262$ $2819$ $247$ $56$ $341$ $1982$
163903550	6194	022-002732-EM	132	144	$9845$ $140$ $74486$ $289$ $1225$ $1038$ $1136$ $56$ $41332$ $216$ $1674$ $216$ $1623$ $3912$ $2349$
163903551	6325	024-002954-EM	36	46	$1609$ $77$ $2940$ $165$ $530$ $8616$ $122$ $5655$ $1296$ $4328$ $419$ $251$ $56$ $797$ $530$ $86$ $46$
163903551	6325	024-002954-EM	36	46	$1609$ $77$ $606$ $165$ $530$ $56$ $8616$ $122$ $5655$ $1296$ $4328$
163903552	7085	037-005366-EM	43	52	$222$ $16$ $314$ $419$ $1578$ $2904$ $2905$ $612$
163903552	7085	037-005366-EM	43	52	$3791$ $313$ $419$ $3021$ $655$ $20068$ $5$ $74492$ $3704$ $1578$ $46$
163903553	6311	024-002564-EM	16	26	$1815$ $518$ $690$ $6022$ $233$ $8698$ $3619$
163903553	6311	024-002564-EM	16	26	$2254$ $518$ $84$ $690$ $6022$ $233$ $12698$ $3619$ $46$
163903554	6032	020-000831-EM	10	20	$829$ $16$ $6657$ $371$ $247$ $474$ $16$ $9666$
163903554	6032	020-000831-EM	10	20	$9668$ $4955$ $16$ $573$ $46$
163903555	6861	037-000223-EM	29	41	$222$ $16$ $31$ $89$ $367$ $22318$ $31$ $232$ $314$
163903555	6861	037-000223-EM	29	41	$3791$ $30$ $89$ $599$ $367$ $16$ $11009$ $30$ $262$ $4801$ $3149$ $1661$ $46$
163903556	7156	037-007149-EM	27	45	$1329$ $39818$ $1136$ $56$ $2077$ $122$ $16$ $423$ $1662$ $262$ $142$ $12841$ $4375$ $46$
163903556	7156	037-007149-EM	27	45	$3791$ $39818$ $16$ $38$ $56$ $2077$ $122$ $16$ $423$ $1662$ $262$ $142$ $12841$ $4375$ $46$
163903557	5315	014-002272-EM	97	105	$2372$ $82$ $594$ $230$ $56$ $2250$ $1628$ $16$ $434$ $2681$ $3720$ $1639$ $52$ $55435$ $419$ $3802$ $4214$ $122$ $1690$ $56$ $2349$ $46$
163903557	5315	014-002272-EM	97	105	$5503$ $1891$ $3629$ $132$ $1188$ $3753$ $46$
163903558	6416	024-006300-EM	47	67	$505$ $1570$ $132$ $979$ $1619$ $1619$ $2989$ $1506$ $262$ $488$ $460$ $1581$ $58$ $163$ $4337$ $165$ $530$ $17026$ $3873$ $5$ $28569$
163903558	6416	024-006300-EM	47	67	$1609$ $4337$ $165$ $530$ $979$ $1619$ $1619$ $2989$ $1506$ $262$ $488$ $460$ $1581$ $46$
163903559	5011	011-003612-EM	12	26	$619$ $114$ $4168$ $946$ $1279$ $269$
163903559	5011	011-003612-EM	12	26	$15190$ $4168$ $16$ $1278$ $46$
163903560	6451	024-007412-EM	47	55	$12654$ $460$ $307$ $16$ $285$ $530$ $12162$ $1016$ $17722$ $46$
163903560	6451	024-007412-EM	47	55	$1262$ $460$ $307$ $16$ $285$ $233$ $8438$ $1005$ $12052$
163903561	7194	040-000012-EM	29	40	$1609$ $204$ $165$ $530$ $1776$ $262$ $56$ $612$ $520$ $70$ $46$
163903561	7194	040-000012-EM	29	40	$163$ $210$ $165$ $612$ $423$ $460$ $888$ $247$ $311$
163903562	6239	024-000765-EM	205	225	$1329$ $573$ $233$ $631$ $262$ $8698$ $4715$ $1815$ $518$ $46$
163903562	6239	024-000765-EM	205	225	$140$ $574$ $233$ $632$ $262$ $8698$ $4715$ $1815$ $518$
163903563	6692	031-001783-EM	19	34	$16148$ $56$ $1289$ $433$ $520$ $403$ $17$ $10037$ $262$ $14343$ $16$ $1263$ $46$
163903563	6692	031-001783-EM	19	34	$4223$ $56$ $466$ $433$ $520$ UNK $17$ $10037$ $262$ $708$ $4070$ $16$ $1263$
163903564	6284	024-001942-EM	380	413	$2638$ $4337$ $4205$ $164$ $434$ $20120$ $238$ $87$ $5161$ $16$ $233$ $56$ $302$ $160$ $262$ $5493$ $34255$ $17$ $285$ $86$ $84$ $9609$ $122$ $9199$ $46$
163903564	6284	024-001942-EM	380	413	$25707$ $84$ $9609$ $122$ $9199$ $233$ $20120$ $4337$ $5161$ $16$ $233$ $56$ $5493$ $302$ $160$ $46$
163903565	5690	018-000677-EM	44	60	$619$ $122$ $306$ $463$ $10822$ $16$ $569$ $642$ $2129$ $642$ $151$ $86$ $232$ $1699$
163903565	5690	018-000677-EM	44	60	$15190$ $463$ $12233$ $16$ $568$ $642$ $2129$ $642$ $151$ $86$ $46$
163903566	6544	029-000515-EM	174	180	$750$
163903566	6544	029-000515-EM	174	180	$11758$ $58$ $3791$ $4036$ $223$ $89$ $262$ $690$ $1457$ $11758$ $1477$ $16$ $1823$ $262$ $612$ $46$
163903567	7033	037-003900-EM	8	33	$163$ $3990$ $165$ $89$ $16081$ $167$ $5171$ $1139$ $520$ $607$
163903567	7033	037-003900-EM	8	33	$1609$ $3989$ $165$ $89$ $16081$ $167$ $5171$ $1139$ $9192$ $3473$ $520$ $607$ $46$
163903568	7134	037-006615-EM	126	140	$16019$ $789$ $9143$ $746$ UNK $84$ UNK $142$ $327$ $155$ $311$ $1662$ $262$ $2439$ $846$ $216$ $3247$ $122$ $170$ UNK $122$ UNK $1225$ $16$ $6376$ $46$
163903568	7134	037-006615-EM	126	140	$16019$ $746$ $82$ $789$ $9143$ $247$ $142$ $327$ $155$ $311$ $1662$ $122$ $251$ $1662$ $1776$ $16$ $6376$ $1247$ $46$
163903569	4940	011-002099-EM	25	36	$2862$ $16$ $1225$ $12300$ $122$ $82$ $17948$ $16$ $7329$ $307$ $46$
163903569	4940	011-002099-EM	25	36	$5471$ $17948$ $122$ $12300$ $307$ $89$ $721$ $46$
163903570	5547	016-002889-EM	6	15	$140$ $394$ $530$ $9324$ $233$ $632$
163903570	5547	016-002889-EM	6	15	$1329$ $394$ $262$ $2351$ $233$ $82$ $74554$ $3255$ $262$ $15124$
163903571	5977	019-000314-EM	95	106	$140$ $204$ $154$ $463$ $262$ $302$ $3020$ $46$
163903571	5977	019-000314-EM	95	106	$1329$ $205$ $262$ $2463$ $150$ $530$ UNK $15429$ $262$ $34591$ $7$ $656$
163903572	7217	040-001161-EM	6	19	$5471$ $70270$ $522$ $16$ $204$ $240$ $56$ $222$ $232$ $1611$ $46$
163903572	7217	040-001161-EM	6	19	$5471$ $7178$ $518$ $233$ $17489$ $232$ $17326$ $2681$ $240$ $56$ $222$ $107$ $1611$ $46$
163903573	6145	022-001141-EM	41	75	$5471$ $67736$ $56$ $140$ $2086$ $247$ $3989$ $585$ $327$ UNK $262$ $6204$ $612$ $655$ $2407$ $652$ $1674$ $46$
163903573	6145	022-001141-EM	41	75	$5471$ $67736$ $56$ $140$ $2086$ $247$ $3989$ $585$ $327$ $3991$ $46$
163903574	4960	011-002543-EM	27	53	$26135$
163903574	4960	011-002543-EM	27	53	$505$ $874$ $1262$ $223$ $17$ $368$ $84$ $1233$ $490$ $238$ $4851$ $82$ $4834$ $46$
163903575	6909	037-001366-EM	8	20	UNK $390$ $84$ $313$ $17$ $3594$ $233$ $4382$ $1661$ $233$ $3149$ $520$ $607$ $46$
163903575	6909	037-001366-EM	8	20	$1219$ $233$ $901$ $56$ $486$ $4193$ $247$ $56$ $3149$ $3619$ $262$ $617$ $1662$ $46$
163903576	5877	018-005805-EM	10	17	$750$
163903576	5877	018-005805-EM	10	17	$37769$ $46$
163903577	5521	016-002327-EM	71	91	UNK $1263$ $1581$ $2439$ $3658$ $642$ $82$ $1900$ $811$ $107$ $607$ $124$ $122$ $233$ $82$ $3636$ $5615$ $53$ $829$ $128$ $46$
163903577	5521	016-002327-EM	71	91	$1397$ $56$ $1745$ $16$ $1881$ $1412$ $262$ $56$ $7578$ $84$ $16055$ $46$ $262$ $1581$ $2439$ $3658$ $46$
163903578	6031	020-000802-EM	194	212	$5471$ $56$ $1289$ $665$ $14221$ $1038$ $1053$ $262$ $7411$ $4770$ $5371$ $16$ $2415$ UNK $1892$ $74642$ $8116$
163903578	6031	020-000802-EM	194	212	UNK $1225$ $2414$ $1496$ $796$ $122$ $1496$ $1725$ $150$ $233$ $1289$ $665$ $14221$ $1038$ $1053$ $46$
163903579	5639	017-000327-EM	214	236	$3791$ $579$ $16$ $610$ $89$ $238$ $94$ $1881$ $518$ $82$ $474$ $16$ $90$ $16$ $56$ $1137$ $2456$ $262$ $5092$ $184$ $1881$ $247$ $4946$
163903579	5639	017-000327-EM	214	236	$222$ $578$ $811$ $507$ $16$ $610$ $89$ $1881$ $518$ $82$ $474$ $16$ $90$ $16$ $56$ $1137$ $2456$ $46$
163903580	5649	017-000614-EM	217	230	$1225$ $579$ $118$ $1038$ $419$ $15064$ $991$ $642$ $2129$ $642$ $86$ $665$ $1578$ $46$
163903580	5649	017-000614-EM	217	230	$5471$ $56$ $330$ $16$ $579$ $642$ $56$ $2841$ $2047$ $460$ $56$ $888$ $247$ $311$
163903581	5711	018-001184-EM	61	78	$37769$ $46$
163903581	5711	018-001184-EM	61	78	$2254$ $327$ $518$ $233$ $4770$ $3012$ UNK $87$ $467$ $84$ $6281$ $4540$ $16$ $251$ $8198$ $84$ $1674$
163903582	6823	032-004064-EM	67	93	$37769$ $46$
163903582	6823	032-004064-EM	67	93	$9668$ $56$ $140$ $150$ $16$ $12635$ $5169$ $16$ UNK $433$ $866$ $232$ $1701$ UNK $262$ $254$ $4382$ $2160$ $122$ $741$ $5$ $56$ $6324$ $606$ $382$
163903583	5368	015-001011-EM	8	17	$26135$
163903583	5368	015-001011-EM	8	17	$4760$ $11908$ $233$ $25377$ $1365$ $46$
